Tweet,Label
@Twitter-handle: A trailer could also be an option.,neutral
"RT @Twitter-handle: @Twitter-handle: @Twitter-handle: no bro, he's partying with fire works. what do you think? ofc he is",neutral
"..trading USA national secrets isn't ""minor"" to a bunch of us... oh! Look 👀👀your ""guy"" agrees with us too! Imagine… URL",anger
@Twitter-handle: You dey gba 😂😂😂,happiness
RT @Twitter-handle: Tonight!!!! #DamageCTRL #SmackDown URL,neutral
RT @Twitter-handle: I have a lot of tears to shed oooh. I am never ashamed to cry for the children of Nigeria who are going through what I wen…,sadness
If you currently hold either: 😈 20+ Fiendish Friends 👹 1+ My Little Oni You've been given 5 WL/Presale mints… URL,neutral
@Twitter-handle: That shaki 😪,sadness
6197654😡😰weight eat born #人妻婊 #叫床 #淫母 URL,neutral
@Twitter-handle: Bottom 5,neutral
⠀ ⠀ URL ⠀ ⠀ I’m down ⠀ ⠀ URL,sadness
RT @Twitter-handle: Meanwhile in the Philippines... URL,neutral
RT @Twitter-handle: Me if Selena Gomez rolls up to my game: URL,neutral
RT @Twitter-handle: Only place he deserves is jail. #ArrestShoaibJamai URL,anger
RT @Twitter-handle: Biden is cheating the 2024 election by indicting Trump,anger
@Twitter-handle: @Twitter-handle: Here's the definition of stealing URL,neutral
RT @Twitter-handle: Things To Keep As Secret... URL,neutral
RT @Twitter-handle: We are thrilled to announce that Lightning the sloth had her baby!! ❤️ So far baby and Mom seem to be doing well. They w…,happiness
"RT @Twitter-handle: My favorite Toonami DBZ promo, narrated by Peter Cullen / Optimus Prime. ""Critics agree, quality speak for itself"" URL",neutral
"@Twitter-handle: @Twitter-handle: Hold up now. They got this one thing right, and it should be celebrated.",neutral
"@Twitter-handle: And wow, they were ready to just fly in... almost like it was planned. Kind of like all the fires look… URL",surprise
@Twitter-handle: im greek!,neutral
RT @Twitter-handle: 2023 Season’s Greeting ✨🎬 URL,neutral
"RT @Twitter-handle: 💥9th June, 2023 Watched by IMF, Pakistan to present budget amid economic, political crises URL URL",neutral
"@Twitter-handle: It is funny, you Kremlin shill.",anger
@Twitter-handle: hi ladies URL,neutral
"We struggle against BRENTFORD who also use a 5-3-2 setup, it’s never been more over URL",anger
@Twitter-handle: and now k-h00nfans are praising h00n for losing muscle 🫠,neutral
@Twitter-handle: @Twitter-handle: They either 100% cashed in with some political thing or they became hard-core consumer fan… URL,neutral
"Happy Pride Legends! In honor of #PrideMonth i'm gonna put some of my faves couples. Cannon/not cannon, a night th… URL",happiness
"RT @Twitter-handle: ""On Twitter, there are people who say they are fan of game. But they never play it and only watch YouTube playthrough an…",disgust
RT @Twitter-handle: The indictment of donald trump sets a dangerous precedent where anyone who’s done a bunch of crimes might face some consequences,anger
RT @Twitter-handle: SHADOW WIZARD MONEY GANG 🪄 URL,neutral
"why should I get even, when I can let karma do the work?",anger
RT @Twitter-handle: // fantube yes URL,neutral
RT @Twitter-handle: It’s sadly not surprising to me that most of the folks responding to this thread who claim to care so much about Muslims…,anger
RT @Twitter-handle: Spiderverse is one of the main reasons I’ll never EVER worry that ai will take our place as artists We’re unbeatable an…,happiness
@Twitter-handle: Blood 🔥,neutral
People who say this shit need to be shoved into a locker URL,anger
RT @Twitter-handle: AGREED💯💯💯 URL,neutral
@Twitter-handle: @Twitter-handle: the contributions I paid for my ff pension were considerably higher @Twitter-handle: for the majority of… URL,neutral
@Twitter-handle: You may also track the status of your baggage online URL . I hope you will be… URL,neutral
"RT @Twitter-handle: BREAKING: The federal indictment of former President Donald Trump and an associate, Walt Nauta, has been unsealed, CNN ha…",anger
"RT @Twitter-handle: It's a Big red flag if a woman is Talking about herself nonstop, And not paying any focused attention to you.",anger
RT @Twitter-handle: Vote Please #WeDemandJudicialInquiry URL,neutral
Titties URL,neutral
RT @Twitter-handle: The indictment is not a danger to our republic -- the danger is a former president who repeatedly breaks the law and je…,anger
"RT @Twitter-handle: No matter what happens today, remember, Jesus already told us that it will be ok. URL",neutral
RT @Twitter-handle: “Our attorneys just filed a notice for appeal.” #Arizona gubernatorial candidate @Twitter-handle: lawyers filed a notice of app…,anger
Forgot I can’t say that word :(,sadness
RT @Twitter-handle: Roses and Lilies (1888) by Henri Fantin-Latour URL,neutral
RT @Twitter-handle: Hard at work 📝 Part 6/15 of my #zelink #TearsOfTheKingdom Fancomic URL,neutral
"RT @Twitter-handle: Not only can I be a model for #FluffyButtFriday, but I can also cool down my nethers on a hot day outside. I am a multitaske…",happiness
@Twitter-handle: Enjoy! 🕊️,happiness
RT @Twitter-handle: @Twitter-handle: And still no Sensational suit now that’s just sad,sadness
@Twitter-handle: Yep The Enemy is among us,fear
@Twitter-handle: Is something you need plus a main 😭😭🫵🏽🫵🏽,sadness
RT @Twitter-handle: Movie #Ajmer92 on one of the most brutal and scariest crime against young girl. More than 250+ girls as young as 13 were…,fear
RT @Twitter-handle: It’s been a long time coming. Breakpoint – the first annual #Solana conference – is finally here! URL #b…,happiness
RT @Twitter-handle: #GodKabir_Appears_In_4_Yugas It has been clearly mentioned in Vedas that KavirDev (Lord Kabir) comes in every Yuga to…,neutral
RT @Twitter-handle: 🔥New Listing on #Huobi! 👏 $SOS @Twitter-handle: Deposits open now Trading starts soon👇,neutral
"@Twitter-handle: Yes, agree 100% with Elon Musk about not doing gender surgeries on children!",anger
"RT @Twitter-handle: ""Memories that are far more previous than any treasure..."" We miss you #SSR ❤️ #SushantSinghRajput𓃵 6Years Raabta With…",sadness
"@Twitter-handle: All of these had something to docwith the insurrection, why else ask for a pardon??? Innocent peopl… URL",anger
RT @Twitter-handle: a sky full of flowers. URL,happiness
RT @Twitter-handle: Throwback when prime Lewandowski with the Bayern squad that won sextuple got outscored by 35yo Cristiano Ronaldo. 🐐 URL,neutral
this song is so good 🔥 god please burn those shorts URL,happiness
RT @Twitter-handle: House Rep. Confirms That FBI Informant Doc Shows $5 Million Bribery Payment Was Made TO Joe Biden - The Politics Brief URL,anger
RT @Twitter-handle: - cutest satellite ever detected 🥰 URL,happiness
@Twitter-handle: arrrrrrrrrr ruff ruff,neutral
"@Twitter-handle: As personal experience, I stop caring about what others thought about my art, I just do art and take t… URL",neutral
@Twitter-handle: my MAN,neutral
RT @Twitter-handle: I honestly can’t believe the running back position has reached the point where a 1k rusher 4 straight years with 52 touchdow…,disgust
RT @Twitter-handle: Here are some backgrounds from my first year film! #background #animation URL,neutral
DOJ going to make announcement in an hour. URL,fear
@Twitter-handle: so y’all really not going to release the @Twitter-handle: version of @Twitter-handle: on home release? SMH,anger
got that #AIPAD airdrop,neutral
@Twitter-handle: $grilledcheese321,neutral
RT @Twitter-handle: It’s on…. URL,neutral
RT @Twitter-handle: Like for Sir Jim Ratcliffe Retweet for Sheikh Jassim/Qatar URL,neutral
@Twitter-handle: @Twitter-handle: @Twitter-handle: Ours is a sidekick gas. Goes 45 mph,neutral
"President Bola Ahmed Tinubu, this one no be teleprompter president o URL",neutral
RT @Twitter-handle: قوی I vote for #CanYaman from Turkey for The 100 Most Handsome Faces of 2023 #100faces2023 #tccandler @Twitter-handle: URL,happiness
@Twitter-handle: Let’s sing the wishing song!,happiness
Feels good to be the bad guy,happiness
@Twitter-handle: Players across the MLS with suffer financially so the league can afford Messi past his prime. I di… URL,anger
"@Twitter-handle: Tournament seeding was bad, they updated it to somehow be even worse than before now",anger
RT @Twitter-handle: The Nation of Islam's 2023 International Training Conference (@NOINTC) will be hosted July 28-30 in Chicago. Register tod…,neutral
RT @Twitter-handle: Sasuga Reina [ #Vtuber ] URL --- Animation Commission --- 👑Client : @Twitter-handle: 🎨Art : @Twitter-handle:,neutral
@Twitter-handle: nollywood queen i love her sm,happiness
RT @Twitter-handle: How does that happen?,surprise
"RT @Twitter-handle: alright boys , I got 3 codes for y’all on each console 3 on PS5 3 on XBOX 3 on PC Like retweet and follow and you’re a…",happiness
"RT @Twitter-handle: This is hypocrisy. You want people to stop blaming Christians for the wrongdoing of one Christian person, despite knowin…",anger
RT @Twitter-handle: season 3 needs more mobilities ASAP URL,neutral
RT @Twitter-handle: another one &gt;:) spider zyra!! 🌹🌻 #SpiderManAcrossTheSpiderVerse #ArtofLegends #leagueoflegendsart URL,neutral
@Twitter-handle: so you’re concerned that a former president was indicted but not concerned with what he is actually acc… URL,anger
@Twitter-handle: @Twitter-handle: ALL-MIGHT 💪🏽😁💛 Please 😢?! URL,happiness
RT @Twitter-handle: #AgainstAllOdds mood! @Twitter-handle: @Twitter-handle: @Twitter-handle: y’all have been trying to end me since I came to the…,anger
RT @Twitter-handle: Yea... this is aggressive. Let the kid be a kid. He's going to burn out before he even reaches college football,anger
"@Twitter-handle: Lol, funny, cause I recently became a convert. I can't point at a particular instance cause it's pret… URL",happiness
@Twitter-handle: Again the Authoritarian government st work,anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: @Twitter-handle: i think vic will be dropped but not karen what… URL,neutral
"Forests are our lifeline,&amp; women are the key to their protection. Stand with us in our campaign to call on the Nige… URL",neutral
"RT @Twitter-handle: Meet Mohammed, an operational engineer whose passion led him to a career in our Safaniyah offshore field Discover his unique w…",neutral
RT @Twitter-handle: Sorry we have friends. URL,neutral
URL alright showering brb,neutral
RT @Twitter-handle: Meow 🙂 URL,happiness
RT @Twitter-handle: Y’all must want Blue Ivy to have a buss down at 11 years old. Crazy,disgust
"SirCharlie on TikTok. He is in #Jamaica, has one turntable and a microphone, and entertains hundreds of people at a… URL",neutral
@Twitter-handle: No. He should pay for his many crimes. he's a conman/grifter and has a snowballs chance in hell in… URL,anger
@Twitter-handle: @Twitter-handle: Bills fans 😂 I know I know … THIS is your yr . 😂,happiness
"RT @Twitter-handle: This guy Shoaib Jamai was talking about finishing all the Hindus, couldn't face a single woman... K00t diye gaye janab.. htt…",anger
RT @Twitter-handle: It’s finally time… my new album The Show is out now! Listen here: URL I’ve been working really hard…,happiness
"RT @Twitter-handle: Biden takes cash from foreign govts, they investigate Trump Biden takes a bribe from Ukraine, they impeach Trump Biden…",anger
@Twitter-handle: @Twitter-handle: @Twitter-handle: Ah but the Torygraph SUPPORT (?are some of) the criminals in charge. They don't… URL,anger
RT @Twitter-handle: Happy pride month to my favourite video in existence URL,happiness
@Twitter-handle: Smack the shìt out you,anger
He lives in delusion. URL,disgust
RT @Twitter-handle: FINAL FANTASY VII REBIRTH(2024) VS FINAL FANTASY VII REMAKE(1997) #FF7Rebirth #FF7R #FF7 URL,neutral
@Twitter-handle: i want it clean yk,neutral
RT @Twitter-handle: Arrogant @Twitter-handle: is threatening a reporter in Amethi for asking questions.. And they give lessons on democracy.. h…,anger
RT @Twitter-handle: How dudes who listen to Brockhampton check on they muffins,neutral
@Twitter-handle: it’s actually weird af ik a full white euro girl who speaks in a hood latin accent it’s like what are you doing,disgust
"RT @Twitter-handle: 🔥UPCOMING DROP🔥 Mark your calendar for our Rolling Festival Pass NFT mint on @Twitter-handle: ⏰Time: August 13, 11:00…",neutral
RT @Twitter-handle: Voices of Manipur - a first person narration of people stuck in the conflict. URL,neutral
RT @Twitter-handle: WHAT JUST HAPPENED I'M SHAKING URL,surprise
